Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
2018-09-24 21:30:00,1655.90002441406,8.71321105957031,1961.0056788388,329.756195068359
2018-09-24 21:40:00,2557.79809570312,10.5338802337646,3081.78908713587,348.65478515625
2018-09-24 21:50:00,3002.76806640625,10.8846397399902,3230.17295408726,355.950103759765
2018-09-24 22:00:00,2418.27294921875,10.0594596862792,2828.52165342303,0.120646901428699
2018-09-24 22:10:00,2359.6640625,9.79088687896728,2655.07441598804,6.60494995117187
2018-09-24 22:20:00,2164.03100585937,9.81997299194335,2674.98894610098,11.5526895523071
2018-09-24 22:30:00,2475.02197265625,10.5214300155639,3075.94453450057,15.7822799682617
2018-09-24 22:40:00,3098.76098632812,11.322190284729,3374.71984022108,11.6731195449829
2018-09-24 22:50:00,3200.55297851562,11.4012804031372,3396.45802220633,12.6860904693603
2018-09-24 23:10:00,3321.17211914062,11.8796100616455,3501.97569569178,17.6007099151611
2018-09-24 23:20:00,2989.90698242187,10.6207399368286,3121.43127672691,20.0067901611328
2018-09-24 23:30:00,3171.96899414062,11.5003404617309,3421.90412351963,20.6034698486328
2018-09-25 00:30:00,3264.89501953125,10.8719902038574,3225.34827048034,26.7022304534912
2018-09-25 01:30:00,3404.6708984375,11.6632003784179,3459.57507276933,24.630500793457
2018-09-25 01:40:00,2902.0,10.2671003341674,2947.30285475267,28.8522205352783
2018-09-25 01:50:00,3358.63891601562,11.8420801162719,3495.22924535466,42.5470085144042
2018-09-25 02:00:00,3237.89501953125,11.3927898406982,3394.18549799892,38.3448104858398
2018-09-25 02:10:00,3282.02001953125,11.7119703292846,3469.87813160419,30.6784305572509
2018-09-25 02:20:00,2928.34594726562,10.6227502822875,3122.32557525397,34.233169555664
2018-09-25 02:30:00,2992.61791992187,10.3175897598266,2974.27638383625,34.3306808471679
2018-09-25 02:40:00,2863.02294921875,10.7476997375488,3175.89424915212,36.3452987670898
2018-09-25 02:50:00,2703.35400390625,10.3604898452758,2996.62697979262,28.3029308319091
2018-09-25 03:00:00,2582.21801757812,9.86702728271484,2706.61271026876,29.7556800842285
2018-09-25 03:10:00,2124.23510742187,8.69779396057128,1951.29128291807,32.1042594909667
2018-09-25 03:20:00,3209.333984375,11.7029199600219,3467.99957666553,26.0618591308593
2018-09-25 03:40:00,3199.22705078125,11.421739578247,3401.8741689772,26.509479522705
2018-09-25 03:50:00,3083.92700195312,10.9019899368286,3236.72889766573,26.6093692779541
2018-09-25 04:00:00,2868.09008789062,9.86923217773437,2708.0767192207,20.1356792449951
2018-09-25 04:10:00,2946.00708007812,10.9187602996826,3242.99832473571,26.341100692749
2018-09-25 04:20:00,2731.59692382812,10.6207199096679,3121.42236244675,40.0794792175292
2018-09-25 04:30:00,3319.40209960937,11.1499300003051,3322.84832021605,34.6431884765625
2018-09-25 04:40:00,2985.38500976562,10.7875499725341,3192.15935321092,34.1735801696777
2018-09-25 04:50:00,3212.16796875,10.8512096405029,3217.33962531874,29.7272491455078
2018-09-25 05:00:00,2851.00903320312,10.2513399124145,2938.73313825967,32.1272506713867
2018-09-25 05:10:00,3097.97900390625,10.7454099655151,3174.94777866325,30.7604503631591
2018-09-25 05:20:00,2467.80297851562,9.246994972229,2304.27860237705,26.2660198211669
2018-09-25 05:30:00,2939.92211914062,10.5102701187133,3070.67069785959,31.9626407623291
2018-09-25 05:40:00,2766.23510742187,10.0250902175903,2807.60398103105,31.1140403747558
2018-09-25 05:50:00,2574.51904296875,9.78491592407226,2650.95130189552,34.9652481079101
2018-09-25 06:00:00,1878.73999023437,8.47417163848876,1812.09046199909,38.6256790161132
2018-09-25 06:10:00,2444.44091796875,9.14196872711181,2235.88532093801,30.6309204101562
2018-09-25 06:20:00,2639.02587890625,10.2149095535278,2918.64830791203,29.6267509460449
2018-09-25 06:30:00,2323.07202148437,9.65550518035888,2558.61357843453,33.9488792419433
2018-09-25 06:40:00,2396.82592773437,9.16273117065429,2249.38116454448,32.6479988098144
2018-09-25 06:50:00,2259.083984375,9.10309791564941,2210.6550955028,31.0776100158691
2018-09-25 07:00:00,1842.78503417968,8.33455562591552,1727.00425106669,32.5286102294921
2018-09-25 07:10:00,2348.22705078125,9.28312015533447,2327.86882157622,35.2247581481933
2018-09-25 07:20:00,3109.03588867187,11.2297601699829,3347.67158816203,32.562629699707
2018-09-25 07:30:00,2598.88696289062,10.2721099853515,2950.01184349218,35.6524314880371
